# Radius 	finiterdf__met_met	rdf__met_met	finiterdf__met_wat	rdf__met_wat	finiterdf__wat_wat	rdf__wat_wat	
4.95419 1.26077	1.2618	1.13781	1.13629	1.11895	1.12681	
4.96435 1.25542	1.25649	1.13278	1.13128	1.12166	1.12956	
4.97451 1.25318	1.25429	1.12452	1.12305	1.12045	1.12836	
4.98467 1.25136	1.25251	1.12158	1.12013	1.11905	1.12697	
4.99484 1.24753	1.24872	1.12063	1.1192	1.11607	1.12399	
5.005 1.24464	1.24586	1.11788	1.11647	1.1133	1.12122	
5.01516 1.24454	1.24581	1.11225	1.11087	1.1021	1.10996	
5.02532 1.24262	1.24393	1.09469	1.09335	1.1091	1.11702	
5.03549 1.23029	1.23163	1.10206	1.10072	1.094	1.10183	
5.04565 1.22036	1.22173	1.09092	1.0896	1.09789	1.10577	
5.05581 1.22556	1.22697	1.09343	1.09212	1.09758	1.10547	
5.06597 1.21989	1.22133	1.09455	1.09326	1.09522	1.10311	
5.07614 1.21023	1.21169	1.0868	1.08553	1.08814	1.09599	
5.0863 1.2047	1.2062	1.08069	1.07944	1.08379	1.09163	
5.09646 1.21367	1.21522	1.07606	1.07483	1.08928	1.09717	
5.10662 1.20615	1.20773	1.06754	1.06633	1.0761	1.0839	
5.11679 1.20407	1.20568	1.06409	1.06289	1.07485	1.08266	
5.12695 1.19706	1.19869	1.06111	1.05993	1.07469	1.08251	
5.13711 1.18735	1.189	1.05495	1.05378	1.06855	1.07634	
5.14727 1.1868	1.18848	1.04502	1.04387	1.05492	1.06262	
5.15744 1.17732	1.17901	1.04129	1.04015	1.04721	1.05487	
5.1676 1.17472	1.17644	1.04104	1.0399	1.04833	1.056	
5.17776 1.17104	1.17279	1.03609	1.03497	1.04695	1.05462	
5.18792 1.16637	1.16814	1.03045	1.02934	1.0349	1.04248	
5.19809 1.16014	1.16193	1.02699	1.02589	1.04134	1.04898	
5.20825 1.16992	1.17176	1.01642	1.01533	1.02824	1.03579	
5.21841 1.15626	1.1581	1.00914	1.00806	1.02852	1.03608	
5.22857 1.148	1.14985	1.00585	1.00477	1.01802	1.0255	
5.23874 1.14509	1.14697	1.00226	1.00118	1.01711	1.02459	
5.2489 1.14621	1.14811	0.997581	0.996512	1.01328	1.02074	
5.25906 1.14069	1.14261	0.999796	0.998725	1.01105	1.01849	
5.26922 1.12703	1.12895	0.983642	0.982585	1.00083	1.0082	
5.27939 1.12731	1.12925	0.981951	0.980893	0.995443	1.00277	
5.28955 1.12938	1.13135	0.971185	0.970134	0.991027	0.998324	
5.29971 1.12165	1.12362	0.973385	0.972328	0.989645	0.996931	
5.30987 1.11046	1.11243	0.973778	0.972716	0.983961	0.991204	
5.32004 1.1058	1.10778	0.963061	0.962005	0.984935	0.992185	
5.3302 1.10418	1.10618	0.957863	0.956806	0.976534	0.983719	
5.34036 1.10597	1.10799	0.954972	0.953912	0.971945	0.979093	
5.35052 1.08619	1.08819	0.946807	0.945747	0.9673	0.97441	
5.36068 1.09255	1.09458	0.939897	0.938836	0.9567	0.963726	
5.37085 1.07588	1.07789	0.942655	0.941583	0.952794	0.959786	
5.38101 1.07821	1.08024	0.937084	0.936008	0.950164	0.95713	
5.39117 1.07486	1.0769	0.924435	0.923362	0.944108	0.951022	
5.40133 1.06842	1.07045	0.916656	0.91558	0.932197	0.939015	
5.4115 1.06374	1.06578	0.920054	0.918961	0.931523	0.938327	
5.42166 1.05255	1.05457	0.911851	0.910755	0.925747	0.932498	
5.43182 1.04843	1.05046	0.911638	0.910529	0.91789	0.924572	
5.44198 1.06063	1.06269	0.90239	0.901278	0.913963	0.920604	
5.45215 1.04383	1.04587	0.901962	0.900835	0.905755	0.912324	
5.46231 1.04695	1.049	0.899875	0.898736	0.910046	0.916633	
5.47247 1.03802	1.04006	0.887089	0.885949	0.901761	0.908275	
5.48263 1.03744	1.03949	0.886733	0.885577	0.899985	0.906472	
5.4928 1.02043	1.02245	0.882912	0.881744	0.900247	0.906722	
5.50296 1.02046	1.02248	0.882002	0.880818	0.887298	0.893663	
5.51312 1.025	1.02704	0.874672	0.873478	0.883795	0.890118	
5.52328 1.01957	1.0216	0.874538	0.873326	0.895954	0.90235	
5.53345 1.02026	1.0223	0.867889	0.866667	0.876478	0.882718	
5.54361 1.00764	1.00965	0.861738	0.860504	0.872706	0.8789	
5.55377 1.01248	1.0145	0.862301	0.861045	0.87484	0.881031	
5.56393 1.00433	1.00633	0.856223	0.854955	0.864804	0.870905	
5.5741 0.998407	1.0004	0.860553	0.859258	0.863243	0.869314	
5.58426 1.00529	1.0073	0.849801	0.848499	0.859589	0.865614	
5.59442 0.997249	0.999244	0.856098	0.854766	0.866298	0.87235	
5.60458 0.993541	0.995528	0.848573	0.84723	0.854843	0.860795	
5.61475 0.982833	0.984796	0.851648	0.850278	0.858188	0.864142	
5.62491 0.980563	0.982519	0.842612	0.841233	0.848094	0.853956	
5.63507 0.988104	0.990073	0.839782	0.838383	0.854913	0.860801	
5.64523 0.980218	0.982168	0.844061	0.842632	0.855814	0.861688	
5.6554 0.971527	0.973455	0.842761	0.84131	0.853188	0.859022	
5.66556 0.97292	0.974846	0.842085	0.840611	0.847813	0.853588	
5.67572 0.970953	0.972871	0.837271	0.835782	0.84803	0.853784	
5.68588 0.969161	0.97107	0.833793	0.832285	0.849713	0.855456	
5.69605 0.963615	0.965507	0.835974	0.834437	0.840265	0.845921	
5.70621 0.96459	0.966478	0.830742	0.829189	0.842172	0.847818	
5.71637 0.965369	0.967253	0.828073	0.826499	0.839691	0.845295	
5.72653 0.961801	0.963671	0.830943	0.829337	0.842374	0.847973	
5.7367 0.960692	0.962554	0.833525	0.831889	0.83885	0.844402	
5.74686 0.967153	0.969022	0.830355	0.828698	0.843092	0.848648	
5.75702 0.948356	0.950179	0.830496	0.828813	0.841106	0.846625	
5.76718 0.949489	0.951306	0.826087	0.824386	0.844477	0.849995	
5.77734 0.958274	0.960101	0.8319	0.830161	0.841634	0.847109	
5.78751 0.947663	0.949461	0.832481	0.830715	0.846852	0.852337	
5.79767 0.947884	0.949674	0.83322	0.831426	0.844753	0.850201	
5.80783 0.948486	0.950268	0.834276	0.832454	0.850337	0.855798	
5.81799 0.952014	0.953794	0.831821	0.829977	0.851852	0.857299	
5.82816 0.948416	0.950181	0.832847	0.830974	0.847237	0.852631	
5.83832 0.944629	0.946376	0.829819	0.827926	0.853437	0.858848	
5.84848 0.942549	0.944283	0.839401	0.837461	0.849708	0.855072	
5.85864 0.947014	0.948746	0.838191	0.836227	0.857251	0.862639	
5.86881 0.936429	0.938131	0.833822	0.831842	0.858362	0.863735	
5.87897 0.936793	0.938484	0.835573	0.833561	0.856309	0.861646	
5.88913 0.942123	0.943814	0.835145	0.833108	0.86377	0.869132	
5.89929 0.93647	0.938139	0.836032	0.833965	0.86967	0.875047	
5.90946 0.942384	0.944054	0.838262	0.836163	0.868147	0.873493	
5.91962 0.938778	0.94043	0.841142	0.83901	0.87028	0.875618	
5.92978 0.931129	0.932756	0.842932	0.840769	0.871276	0.876599	
5.93994 0.942702	0.944338	0.839241	0.83706	0.861451	0.866691	
5.95011 0.942543	0.944169	0.841662	0.839449	0.864863	0.870102	
5.96027 0.930907	0.9325	0.84598	0.843729	0.870526	0.875777	
5.97043 0.931647	0.933229	0.853543	0.851247	0.877931	0.883206	
5.98059 0.931278	0.932847	0.847168	0.844863	0.88197	0.887249	
5.99076 0.931967	0.933525	0.850489	0.848149	0.885098	0.890376	
6.00092 0.938	0.939557	0.848024	0.845664	0.88972	0.895007	
6.01108 0.94043	0.94198	0.854323	0.85192	0.891177	0.896454	
6.02124 0.940738	0.942277	0.858228	0.855789	0.889106	0.894352	
6.03141 0.936033	0.937552	0.861946	0.859472	0.897366	0.902643	
6.04157 0.93882	0.940333	0.862415	0.859915	0.901865	0.90715	
6.05173 0.938383	0.939883	0.864744	0.862214	0.904931	0.910218	
6.06189 0.938446	0.939934	0.866535	0.863975	0.902774	0.908031	
6.07206 0.933274	0.934741	0.868059	0.86547	0.909018	0.914295	
6.08222 0.929884	0.931333	0.869608	0.866991	0.905243	0.910481	
6.09238 0.937862	0.939311	0.878075	0.87541	0.917647	0.922942	
6.10254 0.928238	0.929659	0.876199	0.873517	0.915903	0.921174	
6.11271 0.9424	0.943832	0.877039	0.87433	0.922542	0.927837	
6.12287 0.936163	0.937574	0.878645	0.875909	0.922197	0.927475	
6.13303 0.932684	0.934076	0.882649	0.879878	0.924426	0.929704	
6.14319 0.947212	0.948615	0.88316	0.880365	0.931288	0.936592	
6.15336 0.937941	0.939319	0.888975	0.88614	0.93945	0.94479	
6.16352 0.94724	0.948621	0.888027	0.885174	0.936605	0.941917	
6.17368 0.930262	0.931604	0.893645	0.890753	0.940222	0.945543	
6.18384 0.935049	0.936385	0.893325	0.890413	0.940121	0.945431	
6.194 0.934511	0.935834	0.903005	0.900042	0.950842	0.956203	
6.20417 0.946029	0.947357	0.903079	0.900096	0.954825	0.9602	
6.21433 0.9436	0.944914	0.908055	0.905037	0.957698	0.963082	
6.22449 0.939846	0.941142	0.910168	0.907124	0.954313	0.959669	
6.23465 0.94029	0.941575	0.909882	0.906821	0.961445	0.966834	
6.24482 0.943396	0.944674	0.909219	0.906142	0.961278	0.966659	
6.25498 0.94342	0.944687	0.917795	0.914672	0.973821	0.979268	
6.26514 0.949973	0.951238	0.916373	0.913238	0.969786	0.975205	
6.2753 0.945645	0.946892	0.917465	0.914308	0.980125	0.985599	
6.28547 0.951611	0.952856	0.924749	0.921551	0.9786	0.984062	
6.29563 0.949757	0.95099	0.924619	0.921405	0.980953	0.986424	
6.30579 0.954898	0.956129	0.926751	0.923514	0.981938	0.987413	
6.31595 0.951052	0.952267	0.934481	0.931203	0.987059	0.992561	
6.32612 0.952608	0.953815	0.9338	0.93051	0.990893	0.996415	
6.33628 0.957736	0.958941	0.939499	0.936175	0.999574	1.00515	
6.34644 0.953844	0.955034	0.941774	0.938429	1.0027	1.00829	
6.3566 0.950679	0.951854	0.944339	0.940972	0.996196	1.00175	
6.36677 0.961664	0.962846	0.945327	0.941944	1.01	1.01564	
6.37693 0.958543	0.959712	0.951278	0.947863	1.00643	1.01205	
6.38709 0.956283	0.957439	0.953329	0.949896	1.0128	1.01846	
6.39725 0.950659	0.951798	0.957362	0.953903	1.01325	1.01892	
6.40742 0.965632	0.966781	0.95919	0.955715	1.01863	1.02433	
6.41758 0.955483	0.95661	0.958025	0.954545	1.01875	1.02445	
6.42774 0.961623	0.96275	0.969681	0.96615	1.02669	1.03245	
6.4379 0.95513	0.956239	0.966686	0.963158	1.02381	1.02956	
6.44807 0.960093	0.961199	0.970275	0.966726	1.02989	1.03568	
6.45823 0.959613	0.96071	0.974785	0.971213	1.02788	1.03367	
6.46839 0.963312	0.964405	0.977747	0.974158	1.03699	1.04284	
6.47855 0.968076	0.969167	0.977616	0.974022	1.03459	1.04044	
6.48872 0.971843	0.972932	0.976033	0.972439	1.04428	1.0502	
6.49888 0.969947	0.971028	0.989663	0.986015	1.04133	1.04724	
6.50904 0.974842	0.975922	0.984834	0.981199	1.05017	1.05615	
6.5192 0.965687	0.966749	0.988808	0.985155	1.0496	1.05559	
6.52937 0.973625	0.97469	0.992237	0.988568	1.05954	1.0656	
6.53953 0.973955	0.975014	0.99616	0.992476	1.05129	1.05731	
6.54969 0.971406	0.972457	0.993522	0.989845	1.06012	1.06622	
6.55985 0.976474	0.977524	1.00113	0.997422	1.05886	1.06496	
6.57001 0.981395	0.982447	1.00085	0.997146	1.0658	1.07196	
6.58018 0.982819	0.983868	0.999426	0.995724	1.06096	1.06711	
6.59034 0.986023	0.987073	1.006	1.00227	1.07507	1.08133	
6.6005 0.978264	0.9793	1.0063	1.00258	1.06491	1.07112	
6.61066 0.989827	0.990874	1.01167	1.00793	1.07388	1.08017	
6.62083 0.986438	0.987478	1.0081	1.00437	1.07273	1.07903	
6.63099 0.982605	0.983636	1.01982	1.01605	1.07431	1.08065	
6.64115 0.983202	0.98423	1.01448	1.01073	1.07856	1.08494	
6.65131 0.990704	0.991738	1.01974	1.01597	1.08304	1.08947	
6.66148 0.97925	0.980267	1.01946	1.0157	1.08022	1.08666	
6.67164 0.988554	0.989578	1.02194	1.01818	1.08499	1.09149	
6.6818 0.990893	0.991918	1.02325	1.01949	1.07817	1.08465	
6.69196 0.983608	0.984621	1.02963	1.02585	1.08546	1.09201	
6.70213 0.992257	0.993278	1.03078	1.027	1.0841	1.09066	
6.71229 0.987195	0.988207	1.02889	1.02513	1.0911	1.09774	
6.72245 0.98732	0.988329	1.03209	1.02832	1.09037	1.09703	
6.73261 0.99882	0.999842	1.03363	1.02986	1.09252	1.09922	
6.74278 0.99394	0.994955	1.03255	1.0288	1.09284	1.09957	
6.75294 0.999785	1.00081	1.0391	1.03534	1.09454	1.10131	
6.7631 0.99046	0.991469	1.04062	1.03685	1.09938	1.10621	
6.77326 0.988644	0.989649	1.03613	1.0324	1.09302	1.09984	
6.78343 0.99987	1.00089	1.0417	1.03795	1.09763	1.1045	
6.79359 0.994766	0.995776	1.03763	1.0339	1.10231	1.10925	
6.80375 1.00082	1.00184	1.04466	1.04092	1.09922	1.10616	
6.81391 1.00368	1.0047	1.04186	1.03814	1.10444	1.11145	
6.82408 0.998726	0.999742	1.04799	1.04426	1.10307	1.1101	
6.83424 1.00338	1.0044	1.04684	1.04313	1.09686	1.10389	
6.8444 0.995255	0.996267	1.052	1.04828	1.10058	1.10766	
6.85456 0.999132	1.00015	1.04948	1.04579	1.10076	1.10788	
6.86473 1.00283	1.00385	1.05065	1.04696	1.10267	1.10983	
6.87489 1.00251	1.00353	1.0497	1.04603	1.10163	1.10881	
6.88505 1.00287	1.00389	1.04775	1.04411	1.09339	1.10056	
6.89521 0.995521	0.996535	1.05622	1.05256	1.09908	1.10632	
6.90538 0.999643	1.00066	1.05515	1.05151	1.104	1.1113	
6.91554 1.00161	1.00263	1.05689	1.05326	1.10027	1.10758	
6.9257 1.00642	1.00745	1.0541	1.05049	1.10038	1.10772	
6.93586 1.01211	1.01315	1.05791	1.0543	1.09689	1.10424	
6.94603 1.01351	1.01455	1.0538	1.05022	1.10442	1.11186	
6.95619 1.00783	1.00887	1.05962	1.05603	1.10363	1.1111	
6.96635 1.00507	1.00611	1.05464	1.05109	1.09812	1.10558	
6.97651 1.00275	1.00379	1.05878	1.05523	1.10098	1.10849	
6.98667 1.0056	1.00664	1.05743	1.0539	1.09486	1.10236	
6.99684 1.00468	1.00573	1.05667	1.05316	1.09466	1.10219	
7.007 1.01027	1.01132	1.05899	1.05548	1.0948	1.10236	
7.01716 1.01161	1.01267	1.06136	1.05787	1.0931	1.10069	
7.02732 1.01424	1.0153	1.05954	1.05607	1.09106	1.09866	
7.03749 1.00648	1.00754	1.05378	1.05034	1.09533	1.10299	
7.04765 1.00467	1.00573	1.06089	1.05745	1.09142	1.09908	
7.05781 1.00634	1.00741	1.05952	1.0561	1.09115	1.09885	
7.06797 1.01073	1.0118	1.06468	1.06126	1.08697	1.09467	
7.07814 1.01168	1.01275	1.05912	1.05574	1.08699	1.09471	
7.0883 1.00675	1.00783	1.05863	1.05527	1.08597	1.09372	
7.09846 1.01059	1.01167	1.05874	1.05539	1.08585	1.09363	
7.10862 1.00609	1.00717	1.05106	1.04775	1.08253	1.09032	
7.11879 1.00694	1.00802	1.05498	1.05167	1.08364	1.09146	
7.12895 1.00605	1.00713	1.05996	1.05665	1.07904	1.08685	
7.13911 1.00885	1.00994	1.05471	1.05143	1.08595	1.09384	
7.14927 1.00844	1.00953	1.0561	1.05284	1.07097	1.07878	
7.15944 1.0024	1.00349	1.05297	1.04973	1.07168	1.07952	
7.1696 1.01152	1.01262	1.05403	1.05081	1.07461	1.08249	
7.17976 1.00739	1.00848	1.0565	1.05328	1.07371	1.08162	
7.18992 1.01091	1.01201	1.05543	1.05224	1.06571	1.07358	
7.20009 1.00954	1.01064	1.05834	1.05516	1.07078	1.07872	
7.21025 1.00685	1.00796	1.05906	1.05589	1.06368	1.07158	
7.22041 1.00694	1.00805	1.05436	1.05123	1.07299	1.08099	
7.23057 1.00458	1.00569	1.05907	1.05594	1.06355	1.0715	
7.24074 1.00665	1.00777	1.05251	1.0494	1.06026	1.06821	
7.2509 1.00837	1.00949	1.05167	1.04859	1.06378	1.07178	
7.26106 1.00155	1.00266	1.05199	1.04892	1.06269	1.07071	
7.27122 1.01045	1.01158	1.04709	1.04405	1.05409	1.06205	
7.28139 1.0102	1.01133	1.05004	1.04701	1.05635	1.06436	
7.29155 1.0093	1.01043	1.05109	1.04807	1.0533	1.0613	
7.30171 1.00824	1.00937	1.05004	1.04704	1.04416	1.05211	
7.31187 1.00247	1.00359	1.04739	1.04441	1.04741	1.0554	
7.32204 1.00559	1.00672	1.04836	1.04539	1.0473	1.05531	
7.3322 1.00523	1.00636	1.04432	1.04138	1.04218	1.05017	
7.34236 0.999588	1.00071	1.04547	1.04254	1.04364	1.05165	
7.35252 1.00472	1.00585	1.04163	1.03872	1.03961	1.04761	
7.36268 0.9994	1.00053	1.04155	1.03866	1.0371	1.0451	
7.37285 1.00545	1.00658	1.04103	1.03814	1.03727	1.04528	
7.38301 1.00115	1.00229	1.04347	1.04059	1.0359	1.04392	
7.39317 0.999808	1.00094	1.04028	1.03743	1.0303	1.03829	
7.40333 1.00496	1.0061	1.03991	1.03707	1.03168	1.0397	
7.4135 1.00631	1.00745	1.03807	1.03524	1.03507	1.04312	
7.42366 1.00504	1.00619	1.03578	1.03297	1.02967	1.03769	
7.43382 1.0027	1.00384	1.03937	1.03656	1.02467	1.03267	
7.44398 1.00253	1.00367	1.03952	1.03673	1.02438	1.03238	
7.45415 1.00481	1.00595	1.03561	1.03284	1.02044	1.02842	
7.46431 1.00302	1.00417	1.03486	1.0321	1.01999	1.02798	
7.47447 1.00536	1.00651	1.03281	1.03006	1.01352	1.02147	
7.48463 0.996701	0.997841	1.03408	1.03134	1.01751	1.02549	
7.4948 0.998502	0.999644	1.03303	1.03031	1.01365	1.02161	
7.50496 1.00225	1.0034	1.02871	1.02601	1.01034	1.01828	
7.51512 1.00169	1.00284	1.0307	1.028	1.01282	1.02079	
7.52528 1.00268	1.00383	1.02824	1.02556	1.00592	1.01383	
7.53545 0.999431	1.00058	1.02841	1.02573	1.00624	1.01417	
7.54561 1.00277	1.00392	1.03004	1.02737	0.998998	1.00687	
7.55577 0.998043	0.999189	1.0242	1.02155	1.00167	1.00956	
7.56593 1.00522	1.00637	1.02474	1.0221	1.00056	1.00845	
7.5761 0.996458	0.997604	1.02772	1.02508	1.00527	1.0132	
7.58626 1.00106	1.00221	1.02554	1.02291	1.00167	1.00957	
7.59642 1.0002	1.00135	1.0235	1.02088	0.994866	1.00272	
7.60658 1.00057	1.00172	1.02372	1.02111	0.996066	1.00393	
7.61675 0.994066	0.995209	1.02189	1.01929	0.997799	1.00568	
7.62691 1.00213	1.00328	1.02079	1.0182	0.988186	0.995986	
7.63707 0.999677	1.00083	1.01942	1.01684	0.990832	0.998653	
7.64723 1.00139	1.00254	1.01904	1.01647	0.984192	0.991957	
7.6574 0.99455	0.995695	1.02141	1.01884	0.989527	0.997334	
7.66756 0.998929	1.00008	1.02011	1.01755	0.989365	0.997169	
7.67772 0.996074	0.99722	1.01612	1.01357	0.980631	0.988362	
7.68788 0.992325	0.993464	1.01918	1.01663	0.978493	0.986203	
7.69805 1.00214	1.00329	1.01595	1.01341	0.983653	0.9914	
7.70821 0.998385	0.999532	1.01401	1.01148	0.983274	0.991015	
7.71837 0.999983	1.00113	1.01457	1.01204	0.983842	0.991586	
7.72853 0.998411	0.999558	1.01496	1.01244	0.971405	0.979043	
7.7387 0.996953	0.998097	1.01453	1.01202	0.975919	0.983587	
7.74886 0.992298	0.993435	1.01596	1.01345	0.974184	0.981832	
7.75902 0.995631	0.99677	1.00801	1.00552	0.979224	0.986907	
7.76918 0.996971	0.998111	1.01399	1.01148	0.976595	0.984252	
7.77934 0.995066	0.996203	1.01301	1.01051	0.97141	0.979019	
7.78951 0.997629	0.998769	1.01253	1.01004	0.969681	0.977269	
7.79967 0.997838	0.998978	1.00967	1.00719	0.973621	0.981233	
7.80983 0.999282	1.00042	1.00964	1.00716	0.97064	0.978221	
7.81999 1.0004	1.00155	1.00683	1.00436	0.97314	0.980733	
7.83016 0.994421	0.995556	1.00795	1.00548	0.969557	0.977115	
7.84032 0.994284	0.995417	1.0075	1.00503	0.970434	0.97799	
7.85048 0.997775	0.998911	1.00826	1.00579	0.966513	0.97403	
7.86064 0.999231	1.00037	1.00734	1.00488	0.971498	0.979046	
7.87081 0.995817	0.99695	1.00432	1.00186	0.957782	0.965211	
7.88097 0.996565	0.997698	1.00249	1.00004	0.965277	0.972755	
7.89113 0.99959	1.00073	1.00577	1.00331	0.965038	0.972504	
7.90129 0.996887	0.99802	1.00363	1.00117	0.964739	0.972193	
7.91146 0.996333	0.997465	1.00303	1.00057	0.959867	0.967272	
7.92162 1.00066	1.0018	1.00126	0.99881	0.961938	0.969348	
7.93178 0.992047	0.993172	1.00624	1.00378	0.959456	0.966835	
7.94194 0.999387	1.00052	1.00426	1.0018	0.961804	0.969189	
7.95211 0.996872	0.998002	0.999412	0.996968	0.96471	0.972108	
7.96227 0.99935	1.00048	1.00298	1.00052	0.958683	0.966022	
7.97243 0.99437	0.995495	1.00713	1.00467	0.954555	0.961849	
7.98259 0.998255	0.999384	0.998619	0.996177	0.957384	0.964686	
7.99276 0.995299	0.996424	1.00383	1.00138	0.963491	0.97083	
8.00292 1.00183	1.00296	1.00316	1.00071	0.957209	0.964487	
8.01308 1.0096	1.01075	1.00065	0.998207	0.955181	0.96243	
8.02324 0.999617	1.00075	1.00015	0.997707	0.955323	0.962559	
8.03341 0.998593	0.999727	0.995232	0.992795	0.956338	0.963568	
8.04357 0.994738	0.995866	0.997943	0.995497	0.960195	0.967442	
8.05373 1.00063	1.00177	0.996481	0.994037	0.953067	0.960246	
8.06389 0.998459	0.999592	0.998216	0.995767	0.952433	0.959592	
8.07406 1.00646	1.00761	1.00102	0.99856	0.960579	0.967787	
8.08422 0.997232	0.998366	0.99893	0.996477	0.95364	0.960782	
8.09438 1.00273	1.00387	0.999561	0.997105	0.956968	0.964122	
8.10454 0.999964	1.0011	0.998184	0.995729	0.959616	0.966776	
8.11471 1.00174	1.00289	0.991863	0.98942	0.95969	0.966838	
8.12487 1.00324	1.00439	1.00027	0.997802	0.960022	0.96716	
8.13503 1.00068	1.00183	1.0012	0.998732	0.954019	0.961098	
8.14519 1.00764	1.00879	0.998586	0.996124	0.955003	0.962075	
8.15535 1.00147	1.00262	0.999087	0.996622	0.953367	0.960412	
8.16552 1.0016	1.00275	0.999216	0.99675	0.95071	0.957719	
8.17568 1.00666	1.00781	0.995025	0.992566	0.951962	0.958965	
8.18584 1.00756	1.00872	0.996849	0.994383	0.960211	0.967262	
8.196 0.99949	1.00064	1.00116	0.998687	0.956583	0.963593	
8.20617 1.00018	1.00133	0.997382	0.994912	0.959905	0.966927	
8.21633 1.0029	1.00406	0.999888	0.997411	0.951997	0.958945	
8.22649 1.00194	1.0031	0.999327	0.99685	0.955871	0.962833	
8.23665 1.00186	1.00302	0.994792	0.992324	0.96232	0.969316	
8.24682 1.0004	1.00156	0.994109	0.991639	0.96183	0.968811	
8.25698 1.00404	1.00521	0.997891	0.995409	0.962362	0.969334	
8.26714 1.00563	1.00681	0.996275	0.993795	0.960476	0.967422	
8.2773 1.00619	1.00736	0.99644	0.993957	0.960116	0.967047	
8.28747 1.0026	1.00377	1.00146	0.998961	0.963065	0.970005	
8.29763 1.0081	1.00928	0.99662	0.994133	0.960569	0.967478	
8.30779 0.999576	1.00075	1.00062	0.998122	0.96135	0.968252	
8.31795 1.00406	1.00524	1.00012	0.997622	0.961608	0.968499	
8.32812 1.01197	1.01317	1.00002	0.997524	0.960627	0.967498	
8.33828 1.00796	1.00915	0.998719	0.996223	0.961094	0.967955	
8.34844 1.00948	1.01068	0.995833	0.993341	0.962725	0.969586	
8.3586 1.00683	1.00804	0.99644	0.993945	0.963758	0.970614	
8.36877 1.00872	1.00992	0.998618	0.996115	0.967731	0.974606	
8.37893 1.00807	1.00929	0.993392	0.990898	0.962199	0.969021	
8.38909 1.00515	1.00636	0.996871	0.994366	0.964367	0.971193	
8.39925 1.01299	1.01422	0.995008	0.992505	0.965442	0.972264	
8.40942 1.00766	1.00888	0.996177	0.993668	0.961537	0.968318	
8.41958 1.00848	1.00971	0.996606	0.994094	0.966435	0.97324	
8.42974 1.00869	1.00992	0.99683	0.994315	0.967724	0.974527	
8.4399 1.01045	1.01169	0.997375	0.994856	0.966765	0.97355	
8.45007 1.00881	1.01006	0.998486	0.995963	0.965149	0.971912	
8.46023 1.00587	1.00711	0.996878	0.994357	0.966315	0.973074	
8.47039 1.01444	1.0157	0.99693	0.994406	0.973833	0.980637	
8.48055 1.01053	1.01179	0.998166	0.995637	0.968473	0.975229	
8.49072 1.01226	1.01353	0.997222	0.994693	0.969144	0.975894	
8.50088 1.00852	1.00978	0.998775	0.996241	0.967067	0.973791	
8.51104 1.01415	1.01543	0.994909	0.992381	0.967124	0.973838	
8.5212 1.01394	1.01522	0.999502	0.996961	0.969727	0.976449	
8.53137 1.01153	1.01282	0.997184	0.994647	0.970672	0.977391	
8.54153 1.01075	1.01204	1.00016	0.997612	0.970998	0.97771	
8.55169 1.00762	1.00892	0.998849	0.996304	0.978008	0.984761	
8.56185 1.00955	1.01085	1.00033	0.997777	0.970241	0.976931	
8.57201 1.00772	1.00902	0.999948	0.997399	0.973651	0.980355	
8.58218 1.01339	1.0147	0.99847	0.995923	0.977106	0.983827	
8.59234 1.0137	1.01502	1.0002	0.997643	0.977851	0.98457	
8.6025 1.01127	1.0126	1.00103	0.99847	0.976362	0.983064	
8.61266 1.01218	1.01351	0.997686	0.995137	0.978214	0.984922	
8.62283 1.00924	1.01058	0.999958	0.997401	0.976726	0.983417	
8.63299 1.01372	1.01507	1.00152	0.99896	0.978085	0.984777	
8.64315 1.01696	1.01833	1.00039	0.997831	0.982341	0.989058	
8.65331 1.01085	1.01221	0.997767	0.995213	0.979932	0.986626	
8.66348 1.01028	1.01164	1.00165	0.999086	0.982367	0.989073	
8.67364 1.0135	1.01487	0.99798	0.995423	0.978034	0.984704	
8.6838 1.01854	1.01993	0.995741	0.993186	0.980125	0.986803	
8.69396 1.01319	1.01458	0.997449	0.994887	0.981456	0.988138	
8.70413 1.0166	1.018	0.997493	0.994929	0.981954	0.988634	
8.71429 1.01543	1.01684	0.999316	0.996746	0.982165	0.988841	
8.72445 1.01416	1.01558	0.997951	0.995383	0.987288	0.993997	
8.73461 1.0091	1.01051	1.00206	0.999481	0.977732	0.984368	
8.74478 1.01744	1.01887	0.998352	0.99578	0.983778	0.990451	
8.75494 1.01529	1.01673	0.997538	0.994965	0.988979	0.995685	
8.7651 1.01154	1.01298	1.00047	0.997892	0.985564	0.992244	
8.77526 1.01125	1.01269	0.997867	0.995291	0.985114	0.991787	
8.78543 1.01622	1.01768	0.999989	0.997406	0.985596	0.992268	
8.79559 1.01037	1.01183	0.997753	0.995173	0.987996	0.994682	
8.80575 1.02016	1.02165	0.998045	0.995462	0.988909	0.995599	
8.81591 1.01513	1.01662	0.999615	0.997027	0.990734	0.997435	
8.82608 1.01643	1.01793	1.00115	0.99856	0.989057	0.995745	
8.83624 1.00955	1.01104	1.00134	0.998742	0.990838	0.997537	
8.8464 1.01287	1.01437	1.00162	0.99903	0.991345	0.998047	
8.85656 1.01701	1.01853	0.999635	0.997044	0.987395	0.994067	
8.86673 1.01336	1.01487	1.00041	0.997812	0.984543	0.991191	
8.87689 1.01363	1.01515	1.00022	0.997625	0.988791	0.995466	
