# Radius 	finiterdf__met_met	rdf__met_met	finiterdf__met_wat	rdf__met_wat	finiterdf__wat_wat	rdf__wat_wat	
12.8301 0.995376	0.99676	1.00202	0.999445	0.989332	0.995853	
12.8402 0.996302	0.997684	0.998801	0.996225	0.988965	0.995477	
12.8504 0.997123	0.998504	0.998831	0.99625	0.987549	0.994043	
12.8606 1.00025	1.00164	1.00116	0.998567	0.987928	0.994417	
12.8707 0.997658	0.99904	0.999053	0.996465	0.987166	0.993641	
12.8809 0.997185	0.998565	1.0008	0.998206	0.986455	0.992915	
12.8911 0.998739	1.00012	1.00017	0.99757	0.988323	0.994788	
12.9012 0.997974	0.999355	1.00378	1.00118	0.98573	0.992167	
12.9114 0.996672	0.998047	1.00006	0.997463	0.989169	0.995622	
12.9215 0.996919	0.998292	1.00055	0.997948	0.988544	0.994985	
12.9317 0.997597	0.998971	1.00182	0.999208	0.987617	0.994044	
12.9419 0.998117	0.99949	1.00128	0.998672	0.986386	0.992795	
12.952 0.995168	0.996532	1.00254	0.99993	0.987599	0.994006	
12.9622 0.996682	0.998045	0.998764	0.996157	0.988353	0.994757	
12.9723 0.998533	0.999898	0.999562	0.996948	0.992547	0.998977	
12.9825 0.995216	0.996572	0.999177	0.996558	0.990764	0.997179	
12.9927 0.998524	0.999884	0.997976	0.995354	0.992204	0.998626	
13.0028 0.996921	0.998277	1.00336	1.00073	0.987289	0.99367	
13.013 0.997122	0.998475	1.00149	0.998856	0.989089	0.995475	
13.0232 1.00017	1.00153	1.00334	1.0007	0.990184	0.996572	
13.0333 0.998571	0.999929	1.00274	1.00011	0.990504	0.99689	
13.0435 0.997208	0.998562	1.00127	0.998642	0.98864	0.995005	
13.0536 0.997018	0.998369	1.00224	0.999609	0.989584	0.995949	
13.0638 0.995084	0.996427	1.00304	1.00041	0.990095	0.996458	
13.074 0.998603	0.99995	1.00148	0.998849	0.990753	0.997116	
13.0841 1.00037	1.00172	1.00198	0.999347	0.988999	0.995344	
13.0943 0.994141	0.995478	1.00178	0.999142	0.992239	0.998603	
13.1045 0.992312	0.993637	1.00363	1.00099	0.989502	0.995842	
13.1146 0.997524	0.998855	1.00115	0.998517	0.991591	0.997942	
13.1248 0.994989	0.99631	1.00161	0.998975	0.987621	0.993937	
13.1349 1.00007	1.0014	1.00289	1.00025	0.993015	0.999364	
13.1451 0.996852	0.998176	1.00515	1.0025	0.991057	0.997389	
13.1553 0.996141	0.99746	1.00192	0.999281	0.99313	0.999475	
13.1654 0.997488	0.998806	1.00292	1.00028	0.993015	0.999358	
13.1756 0.998986	1.00031	1.00268	1.00004	0.991017	0.997344	
13.1858 0.997232	0.998548	1.00262	0.999983	0.993207	0.999547	
13.1959 0.997569	0.998883	1.00196	0.999325	0.987003	0.993293	
13.2061 0.997958	0.999272	1.00279	1.00015	0.991575	0.99789	
13.2162 1.00077	1.0021	1.00171	0.999069	0.987942	0.994225	
13.2264 0.999965	1.00129	1.00401	1.00137	0.987173	0.99344	
13.2366 0.995418	0.996729	1.00398	1.00134	0.989801	0.996079	
13.2467 0.995814	0.99712	1.00289	1.00026	0.987957	0.994214	
13.2569 0.999996	1.00131	1.00171	0.999077	0.991386	0.997661	
13.2671 0.996875	0.998183	1.00532	1.00268	0.989753	0.996011	
13.2772 0.999957	1.00127	1.00301	1.00037	0.990388	0.996646	
13.2874 0.996487	0.997792	1.00257	0.999941	0.990451	0.996704	
13.2975 0.99768	0.998985	1.00331	1.00068	0.992316	0.998578	
13.3077 1.00076	1.00208	1.00286	1.00023	0.987213	0.993432	
13.3179 0.994023	0.99532	1.00326	1.00063	0.992322	0.998571	
13.328 0.998846	1.00015	1.00249	0.999862	0.992743	0.998992	
13.3382 0.996053	0.997348	1.00277	1.00014	0.989284	0.995505	
13.3484 1.00048	1.00178	1.00251	0.999883	0.988466	0.994673	
13.3585 0.997559	0.998857	1.00526	1.00263	0.993795	1.00004	
13.3687 1.00037	1.00167	1.00469	1.00206	0.989008	0.995211	
13.3788 0.995741	0.997034	1.00362	1.001	0.988271	0.99446	
13.389 0.997021	0.998313	1.00238	0.999758	0.993323	0.999543	
13.3992 0.998303	0.999596	1.00215	0.999527	0.991768	0.997974	
13.4093 0.998203	0.999496	1.00287	1.00025	0.99046	0.996653	
13.4195 0.996187	0.997472	1.0027	1.00008	0.993457	0.999668	
13.4297 0.996583	0.997865	1.00233	0.999711	0.987619	0.993783	
13.4398 0.995538	0.996813	1.00423	1.00161	0.992006	0.998195	
13.45 0.999737	1.00102	1.00245	0.999835	0.9961	1.00232	
13.4601 0.996787	0.998062	1.00163	0.999014	0.990077	0.996251	
13.4703 0.995647	0.996916	1.0025	0.999883	0.991548	0.997727	
13.4805 1.00093	1.00221	1.00242	0.999801	0.992614	0.998798	
13.4906 0.997841	0.999115	1.00592	1.00329	0.991812	0.997987	
13.5008 0.997828	0.9991	1.00581	1.00319	0.992102	0.998276	
13.511 0.998159	0.999431	1.00311	1.0005	0.990138	0.996293	
13.5211 0.996129	0.997394	1.00456	1.00195	0.991621	0.997782	
13.5313 0.996141	0.997401	1.00463	1.00202	0.990864	0.997014	
13.5414 0.999245	1.00051	1.00381	1.00121	0.992362	0.99852	
13.5516 0.996596	0.997854	1.00205	0.999452	0.991228	0.997373	
13.5618 0.998574	0.999834	1.00361	1.001	0.993913	1.00008	
13.5719 0.997545	0.998801	1.00325	1.00065	0.993126	0.999282	
13.5821 0.996027	0.997277	1.00241	0.99981	0.99215	0.998297	
13.5923 1.00036	1.00162	1.00152	0.998917	0.991858	0.998	
13.6024 0.994303	0.995546	1.00388	1.00128	0.993233	0.999382	
13.6126 0.998824	1.00007	1.00288	1.00028	0.992261	0.998401	
13.6227 0.992717	0.993947	1.00598	1.00338	0.991691	0.997824	
13.6329 1.00018	1.00142	1.00504	1.00245	0.989964	0.996079	
13.6431 0.998744	0.999984	1.00408	1.0015	0.991504	0.997624	
13.6532 0.997035	0.99827	1.00218	0.999599	0.990325	0.996432	
13.6634 0.999116	1.00035	1.00424	1.00165	0.991141	0.997248	
13.6736 0.997157	0.998389	1.00272	1.00013	0.994582	1.00071	
13.6837 0.99424	0.995461	1.00175	0.999164	0.989632	0.995723	
13.6939 0.995414	0.99663	1.00309	1.00051	0.990023	0.99611	
13.704 0.998479	0.999698	1.005	1.00241	0.992798	0.998899	
13.7142 0.996063	0.997274	1.00455	1.00197	0.994522	1.00064	
13.7244 1.00104	1.00226	1.00272	1.00015	0.991976	0.99807	
13.7345 0.995824	0.997033	1.00166	0.999085	0.990294	0.996371	
13.7447 0.997196	0.998404	1.00482	1.00224	0.993331	0.999425	
13.7549 0.998902	1.00011	1.0051	1.00253	0.992276	0.998361	
13.765 0.993895	0.99509	1.0052	1.00263	0.989721	0.995783	
13.7752 1.00004	1.00125	1.00425	1.00169	0.992818	0.998896	
13.7853 0.999214	1.00042	1.00193	0.999373	0.992275	0.998347	
13.7955 0.995203	0.996396	1.00204	0.999478	0.9943	1.00038	
13.8057 0.998343	0.999539	1.00477	1.00221	0.995431	1.00153	
13.8158 0.991991	0.993166	1.00365	1.00109	0.991632	0.997699	
13.826 0.993381	0.994547	1.00507	1.00251	0.996142	1.00224	
13.8362 0.995981	0.997145	1.00462	1.00207	0.994272	1.00036	
13.8463 0.995684	0.996841	1.00615	1.0036	0.992385	0.998458	
13.8565 0.997292	0.998448	1.00516	1.00262	0.993037	0.999113	
13.8666 0.995793	0.996942	1.00304	1.00051	0.994008	1.00009	
13.8768 0.99627	0.997414	1.00247	0.999937	0.992114	0.998181	
13.887 0.995087	0.996222	1.00355	1.00102	0.992816	0.998885	
13.8971 0.996124	0.997256	1.00524	1.00271	0.993047	0.999115	
13.9073 0.999213	1.00035	1.00484	1.00231	0.993269	0.999338	
13.9175 0.997625	0.998757	1.00322	1.0007	0.989884	0.995924	
13.9276 0.995228	0.99635	1.00556	1.00304	0.9914	0.997444	
13.9378 0.997021	0.998141	1.00584	1.00332	0.994393	1.00046	
13.9479 0.998545	0.999665	1.0062	1.00369	0.989375	0.995399	
13.9581 0.994388	0.995495	1.00208	0.999582	0.993103	0.999147	
13.9683 0.997507	0.998615	1.004	1.0015	0.991109	0.997136	
13.9784 0.999221	1.00033	1.00479	1.0023	0.991709	0.997734	
13.9886 0.996271	0.997373	1.00397	1.00148	0.991762	0.997783	
13.9988 0.996577	0.997674	1.00307	1.00058	0.992019	0.998038	
14.0089 0.99709	0.998184	1.00497	1.00248	0.994137	1.00017	
14.0191 0.995739	0.996825	1.00683	1.00435	0.992566	0.998586	
14.0292 0.995751	0.996831	1.00479	1.00232	0.990597	0.996597	
14.0394 0.994114	0.995182	1.00388	1.00141	0.994047	1.00007	
14.0496 0.995884	0.996947	1.00439	1.00192	0.992013	0.998018	
14.0597 0.996524	0.997584	1.00561	1.00315	0.989032	0.995009	
14.0699 0.997559	0.998616	1.00528	1.00282	0.993087	0.999086	
14.0801 0.997662	0.998717	1.00354	1.00109	0.988463	0.994423	
14.0902 0.995322	0.996366	1.00656	1.00411	0.992333	0.998313	
14.1004 0.998185	0.999231	1.00652	1.00408	0.993801	0.999789	
14.1105 0.99638	0.997419	1.00563	1.0032	0.989599	0.995553	
14.1207 0.997128	0.998163	1.00439	1.00197	0.992601	0.998569	
14.1309 0.999079	1.00012	1.00354	1.00112	0.990104	0.996049	
14.141 0.998551	0.999588	1.00466	1.00224	0.991395	0.997342	
14.1512 0.997418	0.99845	1.00552	1.0031	0.990881	0.996818	
14.1614 0.999369	1.0004	1.00485	1.00244	0.992747	0.998692	
14.1715 0.995557	0.996581	1.0047	1.0023	0.992396	0.998336	
14.1817 0.997524	0.998547	1.00387	1.00148	0.991329	0.997257	
14.1918 0.998867	0.999891	1.00419	1.0018	0.992634	0.998566	
14.202 0.996954	0.997972	1.00504	1.00265	0.992656	0.998586	
14.2122 1.00156	1.00259	1.00369	1.00131	0.990451	0.996359	
14.2223 0.996713	0.997731	1.0044	1.00202	0.992366	0.998281	
14.2325 0.997332	0.998347	1.00268	1.00031	0.992482	0.998395	
14.2427 0.998933	0.999949	1.00418	1.00181	0.994264	1.00019	
14.2528 0.999334	1.00035	1.00356	1.00119	0.990989	0.996887	
14.263 0.995556	0.996562	1.00649	1.00412	0.991689	0.997586	
14.2731 0.992086	0.993072	1.00534	1.00298	0.990529	0.99641	
14.2833 0.995924	0.996908	1.00528	1.00293	0.99192	0.997805	
14.2935 0.998123	0.999107	1.00282	1.00048	0.99231	0.998193	
14.3036 0.999628	1.00061	1.00623	1.00389	0.991962	0.997838	
14.3138 1.00029	1.00128	1.0056	1.00326	0.995804	1.00171	
14.324 0.998638	0.999625	1.00435	1.00202	0.990251	0.996112	
14.3341 0.997428	0.998411	1.00461	1.00229	0.994112	0.999996	
14.3443 0.995315	0.996287	1.0046	1.00228	0.994092	0.999975	
14.3544 0.99835	0.999324	1.0036	1.00128	0.990764	0.99662	
14.3646 0.99624	0.997206	1.00266	1.00035	0.993642	0.999514	
14.3748 0.995174	0.996129	1.00542	1.00311	0.994053	0.999928	
14.3849 0.999554	1.00051	1.00725	1.00494	0.99275	0.998613	
14.3951 1.00005	1.00101	1.00645	1.00416	0.991136	0.996983	
14.4053 0.998494	0.999455	1.00674	1.00446	0.991746	0.997591	
14.4154 0.995529	0.996478	1.00449	1.00222	0.989845	0.995668	
14.4256 0.994973	0.995912	1.00627	1.00401	0.990858	0.996679	
14.4357 0.99677	0.997706	1.00354	1.00128	0.992505	0.998332	
14.4459 0.997388	0.998321	1.00435	1.0021	0.992045	0.997865	
14.4561 0.995702	0.996625	1.00609	1.00384	0.990503	0.996305	
14.4662 0.99896	0.999886	1.00693	1.0047	0.994053	0.999876	
14.4764 0.996351	0.997268	1.00467	1.00245	0.986702	0.992463	
14.4866 0.995393	0.9963	1.0034	1.00117	0.990119	0.995891	
14.4967 0.997693	0.998599	1.0055	1.00328	0.991848	0.997625	
14.5069 0.995188	0.996083	1.00371	1.0015	0.989819	0.995573	
14.517 0.997711	0.998605	1.00744	1.00524	0.992393	0.998158	
14.5272 0.99641	0.997295	1.00468	1.00249	0.98918	0.994914	
14.5374 1.00041	1.0013	1.00381	1.00163	0.989567	0.995291	
14.5475 0.998413	0.999302	1.00402	1.00184	0.990329	0.996049	
14.5577 0.999462	1.00035	1.00357	1.00139	0.987761	0.99345	
14.5679 0.998356	0.999244	1.00631	1.00413	0.988557	0.994237	
14.578 0.998923	0.99981	1.00388	1.00171	0.990838	0.996523	
14.5882 0.998295	0.999181	1.00506	1.0029	0.991015	0.996693	
14.5983 0.998047	0.998929	1.00496	1.00281	0.990928	0.996597	
14.6085 0.998278	0.999158	1.00351	1.00136	0.990761	0.99642	
14.6187 0.997825	0.998702	1.00559	1.00344	0.992402	0.998066	
14.6288 0.996284	0.997153	1.0033	1.00116	0.989225	0.994859	
14.639 0.995745	0.996605	1.00444	1.0023	0.990775	0.996409	
14.6492 0.997402	0.99826	1.00655	1.00442	0.988798	0.994407	
14.6593 0.997217	0.99807	1.00586	1.00374	0.988844	0.99444	
14.6695 0.996398	0.997243	1.00771	1.00561	0.994708	1.00034	
14.6796 0.996484	0.997323	1.00497	1.00288	0.989389	0.994976	
14.6898 0.997666	0.998502	1.00442	1.00233	0.990456	0.99604	
14.7 0.997925	0.998759	1.00617	1.00409	0.991914	0.9975	
14.7101 0.997127	0.997955	1.00412	1.00205	0.991022	0.996595	
14.7203 0.997	0.997822	1.00304	1.00097	0.990636	0.996198	
14.7305 0.997254	0.998072	1.00486	1.0028	0.988672	0.994208	
14.7406 0.997348	0.998161	1.00802	1.00597	0.990056	0.995589	
14.7508 0.99854	0.999352	1.00471	1.00267	0.986966	0.992463	
14.7609 0.995009	0.995808	1.00561	1.00357	0.988651	0.994143	
14.7711 1.00193	1.00274	1.00497	1.00294	0.991177	0.996675	
14.7813 0.998896	0.999704	1.00484	1.00282	0.99077	0.996256	
14.7914 1.0013	1.00211	1.00191	0.999892	0.99105	0.996529	
14.8016 0.997505	0.998314	1.00396	1.00195	0.99132	0.996793	
14.8118 0.998266	0.999073	1.00557	1.00356	0.986598	0.992024	
14.8219 0.995812	0.996608	1.00543	1.00343	0.986196	0.9916	
14.8321 1.0004	1.00121	1.00497	1.00298	0.991718	0.997145	
14.8422 0.993646	0.99443	1.00662	1.00464	0.991094	0.996509	
14.8524 0.996763	0.997542	1.00321	1.00124	0.989713	0.995108	
14.8626 1.00056	1.00135	1.00407	1.00211	0.991607	0.997005	
14.8727 1.00067	1.00146	1.00676	1.0048	0.994531	0.999944	
14.8829 0.998363	0.999149	1.00538	1.00343	0.988642	0.994008	
14.893 0.998765	0.99955	1.00487	1.00293	0.98986	0.995221	
14.9032 1.00075	1.00154	1.00266	1.00072	0.989739	0.995087	
14.9134 0.999083	0.999872	1.0048	1.00287	0.991424	0.996773	
14.9235 1.00011	1.0009	1.00768	1.00575	0.989333	0.994657	
14.9337 0.998986	0.999777	1.00644	1.00453	0.990084	0.9954	
14.9439 0.9969	0.997683	1.00282	1.00092	0.992701	0.998026	
14.954 0.997861	0.998641	1.00371	1.00181	0.992082	0.997398	
14.9642 0.998319	0.999097	1.00371	1.00182	0.991927	0.997234	
14.9743 0.998068	0.998843	1.00379	1.0019	0.99591	1.00124	
14.9845 0.99623	0.996996	1.00396	1.00208	0.991113	0.99641	
14.9947 0.999644	1.00041	1.00497	1.00309	0.990678	0.995962	
15.0048 0.996187	0.996946	1.0031	1.00123	0.990341	0.995612	
15.015 1.00157	1.00233	1.00327	1.00141	0.990218	0.995477	
15.0252 0.997065	0.997825	1.00469	1.00283	0.990045	0.995291	
15.0353 1.00049	1.00126	1.00528	1.00343	0.989883	0.995115	
15.0455 0.997438	0.998197	1.00413	1.00228	0.98981	0.995029	
15.0556 1.00333	1.00411	1.00541	1.00357	0.990518	0.99573	
15.0658 0.998456	0.999225	1.00221	1.00038	0.985787	0.990951	
15.076 0.997533	0.998297	1.00603	1.00421	0.990053	0.995226	
15.0861 1.00056	1.00133	1.00298	1.00116	0.992195	0.997373	
15.0963 0.999205	0.999973	1.00369	1.00187	0.994044	0.99923	
15.1065 0.996686	0.997446	1.00204	1.00023	0.989274	0.99442	
15.1166 1.00106	1.00183	1.005	1.00319	0.992537	0.997694	
15.1268 0.997539	0.998299	1.0056	1.00381	0.991642	0.996786	
15.1369 1.00023	1.00099	1.0044	1.00261	0.989086	0.994201	
15.1471 0.999043	0.999807	1.00748	1.0057	0.987266	0.992352	
15.1573 0.999615	1.00038	1.00418	1.00241	0.991004	0.996099	
15.1674 1.00054	1.00131	1.00511	1.00335	0.988277	0.993341	
15.1776 0.997201	0.997963	1.0053	1.00355	0.990538	0.995601	
15.1878 0.999486	1.00025	1.00495	1.0032	0.991466	0.996525	
15.1979 1.00164	1.00241	1.00439	1.00266	0.992371	0.997428	
15.2081 0.998425	0.999192	1.00303	1.0013	0.990177	0.99521	
15.2182 1.00001	1.00078	1.00357	1.00185	0.99031	0.995331	
15.2284 0.997556	0.998321	1.00499	1.00327	0.992578	0.997603	
15.2386 1.00091	1.00168	1.00267	1.00095	0.991561	0.996573	
15.2487 1.0015	1.00227	1.00383	1.00212	0.990957	0.995954	
15.2589 0.999599	1.00038	1.00465	1.00295	0.991616	0.996607	
15.2691 0.999844	1.00062	1.00371	1.00201	0.991845	0.996829	
15.2792 0.999444	1.00022	1.00408	1.00239	0.99246	0.997441	
15.2894 0.999676	1.00046	1.00397	1.00228	0.986738	0.991667	
15.2995 0.999941	1.00072	1.00466	1.00298	0.991387	0.99633	
15.3097 0.99806	0.998839	1.00133	0.999661	0.990073	0.994996	
15.3199 0.99733	0.998102	1.00498	1.00331	0.992554	0.997482	
15.33 1.00094	1.00172	1.00645	1.00479	0.991184	0.996094	
15.3402 1.00282	1.00361	1.00321	1.00156	0.990876	0.995774	
15.3504 0.996444	0.997223	1.00235	1.0007	0.992276	0.997172	
15.3605 0.997008	0.997782	1.0027	1.00105	0.989892	0.994763	
15.3707 1.00178	1.00257	1.00352	1.00188	0.988613	0.993459	
15.3808 0.998964	0.999745	1.00457	1.00294	0.992945	0.997807	
15.391 0.998175	0.998953	1.00449	1.00287	0.990201	0.995036	
15.4012 0.998862	0.999639	1.00472	1.00311	0.988633	0.993442	
15.4113 0.998651	0.999426	1.00397	1.00236	0.991147	0.995958	
15.4215 1.00122	1.002	1.00296	1.00135	0.990336	0.995129	
15.4317 1.00162	1.00241	1.00479	1.00319	0.99267	0.997467	
15.4418 0.999975	1.00077	1.00482	1.00323	0.991545	0.996326	
15.452 1.00019	1.00099	1.00219	1.00061	0.989578	0.994334	
15.4621 0.996554	0.997338	1.00346	1.00188	0.991918	0.996676	
15.4723 0.997765	0.998546	1.00364	1.00207	0.991304	0.996048	
15.4825 1.00095	1.00174	1.00222	1.00065	0.990226	0.994951	
15.4926 1.00062	1.00141	1.00451	1.00295	0.991016	0.995733	
15.5028 1.00144	1.00224	1.0035	1.00194	0.994827	0.999561	
15.513 0.999698	1.0005	1.00338	1.00183	0.987769	0.992448	
15.5231 0.99943	1.00023	1.00543	1.00388	0.992958	0.997655	
15.5333 1.00072	1.00153	1.00306	1.00152	0.990634	0.995307	
15.5434 1.00051	1.00131	1.00536	1.00384	0.989098	0.993745	
15.5536 0.995225	0.996017	1.00292	1.0014	0.993992	0.998659	
15.5638 1.00057	1.00137	1.00064	0.999117	0.994217	0.998882	
15.5739 0.997015	0.997806	1.00386	1.00234	0.99177	0.996413	
15.5841 0.997992	0.998781	1.00319	1.00168	0.992067	0.996703	
15.5943 1.00373	1.00453	1.00392	1.00241	0.988616	0.993216	
15.6044 0.996608	0.997401	1.00276	1.00126	0.991221	0.995821	
15.6146 0.997454	0.998243	1.00406	1.00257	0.991295	0.995884	
15.6247 0.999148	0.999938	1.00275	1.00126	0.992431	0.997016	
15.6349 0.999016	0.999806	1.00582	1.00434	0.993956	0.998545	
15.6451 1.00012	1.00091	1.00262	1.00115	0.995359	0.999954	
15.6552 1.00349	1.0043	1.0034	1.00193	0.989935	0.994488	
15.6654 1.00021	1.00102	1.00246	1.00099	0.992594	0.997152	
15.6756 1.00477	1.0056	1.00402	1.00257	0.988066	0.992582	
15.6857 0.999394	1.00022	1.00289	1.00143	0.993027	0.997558	
15.6959 0.998722	0.999545	1.00349	1.00204	0.992504	0.997024	
15.706 0.99968	1.0005	1.00413	1.00269	0.990882	0.995381	
15.7162 0.997965	0.998785	1.00216	1.00072	0.98849	0.992958	
15.7264 1.00004	1.00087	1.00294	1.0015	0.991701	0.996172	
15.7365 0.996272	0.997085	1.00259	1.00116	0.991676	0.996136	
15.7467 0.99884	0.999653	1.00313	1.0017	0.992012	0.996463	
15.7569 1.0007	1.00152	1.00348	1.00206	0.988031	0.992442	
15.767 1.00056	1.00139	1.00326	1.00185	0.990216	0.994621	
15.7772 0.996671	0.997484	1.00153	1.00012	0.989279	0.993661	
15.7873 0.997222	0.998029	1.00369	1.00228	0.990295	0.994666	
15.7975 1.00039	1.0012	1.00205	1.00065	0.992859	0.997233	
15.8077 1.00211	1.00294	1.00246	1.00106	0.991964	0.996324	
15.8178 1.00142	1.00225	1.00194	1.00055	0.98855	0.992874	
15.828 1.00026	1.00109	1.00271	1.00132	0.994894	0.999242	
15.8382 0.997378	0.998203	1.00453	1.00314	0.991089	0.995408	
15.8483 1.00236	1.0032	1.0021	1.00071	0.992956	0.997275	
15.8585 0.999883	1.00072	1.00394	1.00256	0.990673	0.994966	
15.8686 1.00027	1.00111	1.00307	1.0017	0.992749	0.997043	
15.8788 1.00187	1.00272	1.00104	0.999665	0.989508	0.993769	
15.889 0.99543	0.996266	1.00375	1.00238	0.991123	0.995377	
15.8991 0.999091	0.999929	1.00419	1.00283	0.992236	0.996484	
15.9093 0.999848	1.00069	1.00629	1.00494	0.991969	0.996204	
15.9195 1.00134	1.00219	1.0037	1.00236	0.99177	0.995993	
15.9296 0.998996	0.999842	0.999539	0.998203	0.990783	0.994987	
15.9398 1.00038	1.00123	1.00302	1.00168	0.990132	0.994315	
15.9499 0.999816	1.00067	1.0018	1.00047	0.991793	0.995971	
15.9601 1.00055	1.0014	1.00151	1.00018	0.989385	0.993533	
15.9703 0.995378	0.996219	1.00214	1.00081	0.990057	0.99419	
15.9804 1.00177	1.00263	1.00215	1.00082	0.994034	0.998178	
15.9906 0.998039	0.998888	1.00321	1.00189	0.987994	0.992089	
16.0008 0.999658	1.00051	1.00286	1.00155	0.990028	0.994114	
16.0109 0.999041	0.999892	1.00283	1.00152	0.990951	0.995025	
16.0211 0.997721	0.998566	1.00308	1.00178	0.989913	0.993965	
16.0312 0.999853	1.0007	1.00192	1.00062	0.992012	0.996059	
16.0414 0.996783	0.997622	1.0049	1.0036	0.99016	0.994182	
16.0516 0.998065	0.998902	1.00431	1.00302	0.991868	0.995884	
16.0617 0.998125	0.998959	1.00122	0.999936	0.990404	0.994397	
16.0719 0.998748	0.999581	1.00334	1.00206	0.990518	0.994495	
16.0821 0.999966	1.0008	0.999248	0.997968	0.993706	0.997688	
16.0922 0.997722	0.998552	1.00069	0.99941	0.992323	0.996288	
16.1024 0.995651	0.996468	1.00285	1.00157	0.993649	0.997612	
16.1125 1.00115	1.00197	1.0006	0.999322	0.992231	0.996176	
16.1227 0.995762	0.996574	0.998887	0.997601	0.990014	0.993931	
16.1329 1.00098	1.00181	1.00117	0.999878	0.992556	0.996472	
16.143 0.999599	1.00042	1.00084	0.999551	0.993704	0.997617	
16.1532 1.001	1.00183	1.00336	1.00208	0.990809	0.994694	
16.1634 0.99792	0.998743	1.00182	1.00053	0.994007	0.997898	
16.1735 0.999801	1.00063	1.0015	1.00021	0.99181	0.995679	
16.1837 0.997094	0.997912	1.00228	1.001	0.993393	0.997259	
16.1938 0.999823	1.00064	1.00106	0.999783	0.990599	0.994437	
16.204 0.996799	0.997611	1.00123	0.999953	0.990533	0.994352	
16.2142 1.0014	1.00222	1.00111	0.999825	0.993206	0.997026	
16.2243 1.00123	1.00206	1.00237	1.00109	0.99388	0.997696	
16.2345 0.999623	1.00045	1.00004	0.998765	0.993636	0.997443	
16.2447 0.997427	0.998249	1.00059	0.999306	0.990685	0.994462	
16.2548 1.00074	1.00157	1.00147	1.00019	0.991369	0.995133	
16.265 0.998644	0.999471	1.00132	1.00004	0.99495	0.998724	
16.2751 1.00076	1.00159	1.00172	1.00044	0.990252	0.993988	
16.2853 0.996479	0.9973	1.00229	1.00101	0.992539	0.996272	
16.2955 0.997635	0.998452	0.998398	0.997115	0.99122	0.994931	
16.3056 0.998477	0.999292	1.00085	0.999561	0.988618	0.992294	
16.3158 0.9971	0.997908	1.00151	1.00022	0.993667	0.997354	
16.326 1.00127	1.00209	1.00168	1.00039	0.989133	0.992779	
16.3361 0.996778	0.997584	1.00294	1.00165	0.992401	0.996047	
16.3463 0.994256	0.995044	1.0002	0.99892	0.992919	0.996555	
16.3564 0.99914	0.999931	1.00249	1.00121	0.990254	0.993861	
16.3666 0.999385	1.00018	1.00461	1.00333	0.994462	0.998077	
16.3768 0.997481	0.998266	1.00145	1.00018	0.989577	0.993153	
16.3869 0.999548	1.00034	1.00184	1.00057	0.991954	0.995523	
16.3971 0.998227	0.99901	1.00089	0.999622	0.992131	0.995686	
16.4073 0.998141	0.99892	1.00169	1.00043	0.994194	0.99775	
16.4174 0.997683	0.998457	1.00035	0.999078	0.991221	0.994748	
16.4276 0.998314	0.999085	1.00072	0.999445	0.989951	0.993452	
16.4377 0.999175	0.999947	1.00174	1.00047	0.993363	0.996866	
16.4479 0.995191	0.995947	1.00208	1.00081	0.991014	0.99449	
16.4581 0.999171	0.999929	1.00178	1.00052	0.991947	0.995411	
16.4682 0.997528	0.998279	1.00159	1.00032	0.991845	0.995293	
16.4784 0.999728	1.00048	0.999488	0.99822	0.994247	0.997696	
16.4886 0.997958	0.998707	1.00066	0.999393	0.995039	0.998485	
16.4987 0.996096	0.996832	1.00266	1.00139	0.990407	0.993816	
16.5089 0.996869	0.997598	1.00493	1.00367	0.994563	0.99798	
16.519 1.0004	1.00113	1.00075	0.999494	0.991352	0.99474	
16.5292 0.99655	0.997273	1.00269	1.00144	0.988997	0.992351	
16.5394 0.995463	0.996173	1.00136	1.00011	0.993194	0.996551	
16.5495 0.997107	0.997811	0.99979	0.998535	0.9934	0.996746	
16.5597 0.998734	0.999436	1.00348	1.00222	0.994244	0.997585	
16.5699 0.998974	0.999676	1.00426	1.00302	0.990954	0.994264	
16.58 0.999993	1.0007	1.00065	0.999408	0.993028	0.996333	
16.5902 1.00172	1.00243	1.00137	1.00013	0.994324	0.997624	
16.6003 0.998124	0.998831	1.00217	1.00093	0.993695	0.996983	
16.6105 0.999211	0.999919	1.00228	1.00105	0.991594	0.994857	
16.6207 0.997421	0.998122	1.00085	0.999611	0.993303	0.99656	
16.6308 0.997307	0.998	0.999945	0.998706	0.990753	0.993981	
16.641 1.00024	1.00094	1.00047	0.999227	0.992791	0.996012	
16.6512 0.999709	1.00041	1.00133	1.00009	0.994407	0.997625	
16.6613 0.996297	0.996984	1.00145	1.00021	0.991692	0.994883	
16.6715 0.99802	0.998704	1.00099	0.999746	0.991837	0.995011	
16.6816 0.995987	0.996658	0.999743	0.998498	0.994835	0.998012	
16.6918 0.998419	0.999088	1.0009	0.999656	0.991713	0.994861	
16.702 0.999005	0.999673	1.00292	1.00167	0.993723	0.996867	
16.7121 0.99792	0.998582	1.00232	1.00108	0.992038	0.99516	
16.7223 0.997021	0.997675	1.00072	0.999484	0.991344	0.994444	
16.7325 0.998186	0.998837	1.00205	1.00081	0.995124	0.99823	
16.7426 0.997763	0.998408	1.00116	0.99992	0.993228	0.996314	
16.7528 0.997482	0.998119	1.00023	0.998993	0.989225	0.992272	
16.7629 0.996799	0.997427	1.00312	1.00188	0.989351	0.992372	
